,Name,Address,Tel,Fax,Email,Schedule,Link
158,Apotheke Zur Hofmühle,"Theresienthalstraße 3
3363 Ulmerfeld-Hausmening",+43-7475-52383,+43-7475-52383-5,hofmuehlapo@comteam.at,"{'Montag:': '8:00 - 12:30, 15:00 - 18:00', 'Dienstag:': '8:00 - 12:30, 15:00 - 18:00', 'Mittwoch:': '8:00 - 12:30, 15:00 - 18:00', 'Donnerstag:': '8:00 - 12:30, 15:00 - 18:00', 'Freitag:': '8:00 - 12:30, 15:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/amstetten/487-apotheke-zur-hofmuehle
159,St. Valentinus-Apotheke,"Hauptstraße 22
4300 St. Valentin",+43-7435-52413,+43-7435-54950,apotheke@hoyers.at,"{'Montag:': '7:30 - 12:00, 14:00 - 18:00', 'Dienstag:': '7:30 - 12:00, 14:00 - 18:00', 'Mittwoch:': '7:30 - 12:00, 14:00 - 18:00', 'Donnerstag:': '7:30 - 12:00, 14:00 - 18:00', 'Freitag:': '7:30 - 12:00, 14:00 - 18:00', 'Samstag:': '7:30 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/amstetten/429-st-valentinus-apotheke
160,Nibelungen Apotheke,"Langenharter Straße 50
4300 St. Valentin",+43-7435-58480,+43-7435-5848084,nibelungen.apo@hoyers.at,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/amstetten/545-nibelungen-apotheke
161,Sonnhof-Apotheke,"Hauptplatz 8
2442 Unterwaltersdorf",+43-2254-74844,+43-2254-74844,office@sonnhof-apotheke.at,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/1332-sonnhof-apotheke
162,St. Anna-Apotheke,"Hauptplatz 20
2483 Ebreichsdorf",+43-2254-72220,+43-2254-75304, ,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/364-st-anna-apotheke
163,Apotheke Zum St. Nikolaus,"Kirchenplatz 1
2486 Pottendorf",+43-2623-72275,+43-2623-72460,office@apotheke-pottendorf.at,"{'Montag:': '7:30 - 12:00, 14:30 - 18:00', 'Dienstag:': '7:30 - 12:00, 14:30 - 18:00', 'Mittwoch:': '7:30 - 12:00, 14:30 - 18:00', 'Donnerstag:': '7:30 - 12:00, 14:30 - 18:00', 'Freitag:': '7:30 - 12:00, 14:30 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/415-apotheke-zum-st-nikolaus
164,Apotheke Zur Weilburg,"Weilburgstraße 2
2500 Baden",+43-2252-48403,+43-2252-48403-4,apotheke.weilburg@kabelnet.at,"{'Montag:': '8:00 - 18:00', 'Dienstag:': '8:00 - 18:00', 'Mittwoch:': '8:00 - 18:00', 'Donnerstag:': '8:00 - 18:00', 'Freitag:': '8:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/357-apotheke-zur-weilburg
165,Heiligen-Geist-Apotheke,"Hauptplatz 6
2500 Baden",+43-2252-48569,+43-2252-48569-20,info@heiligengeistapotheke.at,"{'Montag:': '8:00 - 18:00', 'Dienstag:': '8:00 - 18:00', 'Mittwoch:': '8:00 - 18:00', 'Donnerstag:': '8:00 - 18:00', 'Freitag:': '8:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/356-heiligen-geist-apotheke
166,Heilquell-Apotheke,"Antonsgasse 1
2500 Baden",+43-2252-87125,+43-2252-87125-14,bestell@heilquellapotheke.at,"{'Montag:': '8:00 - 18:00', 'Dienstag:': '8:00 - 18:00', 'Mittwoch:': '8:00 - 18:00', 'Donnerstag:': '8:00 - 18:00', 'Freitag:': '8:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/355-heilquell-apotheke
167,Landschafts-Apotheke,"Hauptplatz 13
2500 Baden",+43-2252-86315,+43-2252-86315-4,landschaftsapotheke.baden@aon.at,"{'Montag:': '8:00 - 18:00', 'Dienstag:': '8:00 - 18:00', 'Mittwoch:': '8:00 - 18:00', 'Donnerstag:': '8:00 - 18:00', 'Freitag:': '8:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/354-landschafts-apotheke
168,Marien-Apotheke,"Leesdorfer Hauptstraße 11
2500 Baden",+43-2252-87147,+43-2252-87147-20,marien@apotheke-baden.at,"{'Montag:': '8:00 - 18:00', 'Dienstag:': '8:00 - 18:00', 'Mittwoch:': '8:00 - 18:00', 'Donnerstag:': '8:00 - 18:00', 'Freitag:': '8:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/358-marien-apotheke
169,Aeskulap Apotheke,"Mühlgasse 1
2511 Pfaffstätten",+43-2252-21110,+43-2252-21110-10,office@apotheke-pfaffstaetten.at,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/542-aeskulap-apotheke
170,Activ Apotheke Tribuswinkel,"Pfarrgasse 11
2512 Tribuswinkel",+43-2252-85538,+43-2252-85538-50,office@apotheketribuswinkel.at,"{'Montag:': '8:00 - 18:00', 'Dienstag:': '8:00 - 18:00', 'Mittwoch:': '8:00 - 18:00', 'Donnerstag:': '8:00 - 18:00', 'Freitag:': '8:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/1259-activ-apotheke-tribuswinkel
171,Schutzengel-Apotheke,"Karl Adlitzer-Straße 33
2513 Möllersdorf",+43-2252-54202,+43-2252-54202,office@schutzengel-apotheke.at,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/541-schutzengel-apotheke
172,Engel-Apotheke,"Dr.-Karl-Renner-Platz 3
2514 Traiskirchen",+43-2252-52627,+43-2252-52627-9,kontakt@apo-traiskirchen.at,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/439-engel-apotheke
173,Trumau Apotheke,"Dr. Karl Renner-Platz 1
2521 Trumau",+43-2253-21627,+43-2253-21627-21,info@trumau-apotheke.at,"{'Montag:': '8:00 - 12:00', 'Dienstag:': '14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:30', 'Freitag:': '8:00 - 12:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/1271-trumau-apotheke
174,Triesting-Apotheke,"Fabriksstraße 15 - 17
2522 Oberwaltersdorf",+43-2253-8860,+43-2253-8860-20,info@triesting-apotheke.at,"{'Montag:': '8:00 - 12:30, 14:30 - 18:00', 'Dienstag:': '8:00 - 12:30, 14:30 - 19:00', 'Mittwoch:': '8:00 - 12:30, 14:30 - 18:00', 'Donnerstag:': '8:00 - 12:30, 14:30 - 19:00', 'Freitag:': '8:00 - 12:30, 14:30 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/531-triesting-apotheke
175,Die Apoteeke in Teesdorf,"Wiener Neustädter Straße 32 b
2524 Teesdorf",+43-2253-80540,+43-2253-80540-40,office@apoteesdorf.at,"{'Montag:': '8:00 - 18:00', 'Dienstag:': '8:00 - 18:00', 'Mittwoch:': '8:00 - 18:00', 'Donnerstag:': '8:00 - 18:00', 'Freitag:': '8:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/553-die-apoteeke-in-teesdorf
176,Buchen-Apotheke,"Klausenstraße 129
2534 Alland",+43-2258-76190,+43-2258-76290,Apotheke.Alland@AON.AT,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00 ', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00 ', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00 ', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00 ', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00 ', 'Samstag:': '8:00 - 12:00 '}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/543-buchen-apotheke
177,Kur-Apotheke,"Badner Straße 12
2540 Bad Vöslau",+43-2252-70406,+43-2252-70406-18,info@kur-apotheke.at,"{'Montag:': '8:00 - 18:00', 'Dienstag:': '8:00 - 18:00', 'Mittwoch:': '8:00 - 18:00', 'Donnerstag:': '8:00 - 18:00', 'Freitag:': '8:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/527-kur-apotheke
178,Apotheke Zum Erlöser,"Hochstraße 25
2540 Bad Vöslau",+43-2252-76285,+43-2252-746-88,erloeser@aon.at,"{'Montag:': '8:00 - 18:00', 'Dienstag:': '8:00 - 18:00', 'Mittwoch:': '8:00 - 18:00', 'Donnerstag:': '8:00 - 18:00', 'Freitag:': '8:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/442-apotheke-zum-erloeser
179,Unsere Sonnenschein Apotheke,"Industriestraße 12
2540 Bad Vöslau",+43-2252-251581,+43-2252-251581-18,post@unseresonnenscheinapotheke.at,"{'Montag:': '8:00 - 18:00', 'Dienstag:': '8:00 - 18:00', 'Mittwoch:': '8:00 - 18:00', 'Donnerstag:': '8:00 - 18:00', 'Freitag:': '8:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/1347-unsere-sonnenschein-apotheke
180,Schloß-Apotheke,"Hauptstr.13
2542 Kottingbrunn",+43-2252-74960,+43-2252-74960-8,office@schloss-apotheke.at,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/524-schloss-apotheke
181,Apotheke Zum heilsamen Brunnen,"Südbahnstraße 7
2544 Leobersdorf",+43-2256-62359,+43-2256-62371,apoleobersdorf@aon.at,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/397-apotheke-zum-heilsamen-brunnen
182,Paracelsus-Apotheke,"Schimmelgasse 2
2551 Enzesfeld-Lindabrunn",+43-2256-81242,+43-2256-81242, ,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/366-paracelsus-apotheke
183,Apotheke Zur heiligen Dreifaltigkeit,"Hainfelder Straße 14
2560 Berndorf",+43-2672-82224,+43-2672-82224-12,office@apotheke-berndorf.at,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/359-apotheke-zur-heiligen-dreifaltigkeit
184,Apotheke Zum heiligen Antonius,"Hainfelder Straße 5
2563 Pottenstein",+43-2672-82426,+43-2672-82426-5,apotheke.pottenstein@aon.at,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/baden/416-apotheke-zum-heiligen-antonius
185,Apotheke Zum Römer,"Wiener Straße 11
2405 Bad Deutsch-Altenburg",+43-2165-63764,+43-2165-63795,roemer-apo@speed.at,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/bruck-an-der-leitha/484-apotheke-zum-roemer
186,Stadtapotheke,"Hauptplatz 17
2410 Hainburg",+43-2165-62634,+43-2165-62634-4,office@apotheke-hainburg.at,"{'Montag:': '8:00 - 12:00, 14:00 - 18:00', 'Dienstag:': '8:00 - 12:00, 14:00 - 18:00', 'Mittwoch:': '8:00 - 12:00, 14:00 - 18:00', 'Donnerstag:': '8:00 - 12:00, 14:00 - 18:00', 'Freitag:': '8:00 - 12:00, 14:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/bruck-an-der-leitha/379-stadtapotheke
187,Apotheke Enzersdorf an der Fischa,"Dreifaltigkeitsplatz 5
2431 Enzersdorf an der Fischa",+43-2230-81789,, ,"{'Montag:': '8:00 - 12:00, 15:00 - 18:30', 'Dienstag:': '8:00 - 12:00, 15:00 - 18:00', 'Mittwoch:': '8:00 - 12:00', 'Donnerstag:': '8:00 - 12:00, 15:00 - 18:30', 'Freitag:': '8:00 - 12:00, 15:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/bruck-an-der-leitha/1353-apotheke-enzersdorf-an-der-fischa
188,Apotheke Zum heiligen Leopold,"Hauptstraße 58
2452 Mannersdorf am Leithagebirge",+43-2168-62250,+43-2168-62250-73,apo.hl.leopold@aon.at,"{'Montag:': '8:00 - 18:00', 'Dienstag:': '8:00 - 18:00', 'Mittwoch:': '8:00 - 18:00', 'Donnerstag:': '8:00 - 18:00', 'Freitag:': '8:00 - 18:00', 'Samstag:': '8:00 - 12:00'}",http://www.apothekenindex.at/apotheken/niederoesterreich/bruck-an-der-leitha/401-apotheke-zum-heiligen-leopold
